物料编码,物料类型,物料描述,是否确认,版本,类别分配,物料状态,单位,主图号,作业,名称,型号规格,成型尺寸,材质,开料尺寸,辅助图号,URL地址,生产ATO类型,材质ATO类型,非标描述,是否确认,制造或购买,安全库存量,计划员,限额领料,部件参数组,按需交付,生产模式,跟工号计划,供应类型,供应子库,供应货位,预加工提前期,加工中提前期,后加工提前期,固定提前期,可变提前期,固定供应天数,最小订货量,最大订货量,固定订货量,固定批次增加,属性备注,配送标识,VMI标识,是否确认,采购员,固定供应天数,最小订货量,最大订货量,固定订货量,固定批次增加,加工中提前期,默认子库,默认货位,默认仓管员,默认厂区,材质,长,宽,高,毛重,净重,是否循环使用
Z161267421,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267423,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267425,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267426,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267429,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267430,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267431,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267432,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267433,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267444,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267450,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267453,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267456,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267457,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267458,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267461,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267470,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267471,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267473,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267475,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267476,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267478,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267479,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267480,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267485,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267492,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267497,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267499,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267503,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267505,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267506,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267507,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267511,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267512,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267513,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267516,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267519,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267520,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267522,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267527,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267528,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267533,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267534,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267540,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267541,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267542,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267545,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267546,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267547,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267548,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267549,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267552,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267563,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267564,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267567,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267568,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267570,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267573,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267578,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267587,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267589,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267590,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267596,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267598,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267603,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267604,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267605,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267606,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267609,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267611,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267612,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267614,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267620,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267621,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267623,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267625,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267626,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267627,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267629,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267634,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267635,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267638,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267640,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267647,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267648,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267651,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267652,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267658,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267659,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267664,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267665,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267667,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267672,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267674,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267683,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267686,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267687,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267689,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267691,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267696,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267701,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267704,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267707,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267708,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267710,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267711,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267712,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267714,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267715,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267718,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267721,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267725,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267729,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267733,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267734,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267739,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267742,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267744,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267745,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267754,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267755,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267761,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267763,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267769,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267770,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267773,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,,,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Z161267779,车间成品,立柱组合,是,A,Z161,Active,ea,,,立柱组合,,,,,,,是,否,,是,制造,,LZZP,是,,是,,是,推式,,,,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
